country;sector;f
Indonesia;Coke, Refined Petroleum and Nuclear Fuel;0
Indonesia;Chemicals and Chemical Products;0
Indonesia;Rubber and Plastics;0
Indonesia;Other Non-Metallic Mineral;0
Indonesia;Basic Metals and Fabricated Metal;0
Indonesia;Machinery, Nec;0
Indonesia;Electrical and Optical Equipment;0
Indonesia;Transport Equipment;0
Indonesia;"Manufacturing, Nec; Recycling";0
Indonesia;Electricity, Gas and Water Supply;0
Indonesia;Construction;0
Indonesia;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";0
Indonesia;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;0
Indonesia;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";0
Indonesia;Hotels and Restaurants;0
Indonesia;Inland Transport;0
Indonesia;Water Transport;0
Indonesia;Air Transport;0
Indonesia;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";0
Indonesia;Post and Telecommunications;0
Indonesia;Financial Intermediation;0
Indonesia;Real Estate Activities;0
Indonesia;Renting of M&Eq and Other Business Activities;0
Indonesia;"Public Admin and Defence; Compulsory Social Security";0
Indonesia;Education;0
Indonesia;Health and Social Work;0
Indonesia;Other Community, Social and Personal Services;0
Indonesia;Private Households with Employed Persons;0
India;Agriculture, Hunting, Forestry and Fishing;0
India;Mining and Quarrying;0
India;Food, Beverages and Tobacco;0
India;Textiles and Textile Products;0
India;Leather, Leather and Footwear;0
India;Wood and Products of Wood and Cork;0
India;Pulp, Paper, Paper , Printing and Publishing;0
India;Coke, Refined Petroleum and Nuclear Fuel;0
India;Chemicals and Chemical Products;0
India;Rubber and Plastics;0
India;Other Non-Metallic Mineral;0
India;Basic Metals and Fabricated Metal;0
India;Machinery, Nec;0
India;Electrical and Optical Equipment;0
India;Transport Equipment;0
India;"Manufacturing, Nec; Recycling";0
India;Electricity, Gas and Water Supply;0
India;Construction;0
India;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";0
India;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;0
India;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";0
India;Hotels and Restaurants;0
India;Inland Transport;0
India;Water Transport;0
India;Air Transport;0
India;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";0
India;Post and Telecommunications;0
India;Financial Intermediation;0
India;Real Estate Activities;0
India;Renting of M&Eq and Other Business Activities;0
India;"Public Admin and Defence; Compulsory Social Security";0
India;Education;0
India;Health and Social Work;0
India;Other Community, Social and Personal Services;0
India;Private Households with Employed Persons;0
Ireland;Agriculture, Hunting, Forestry and Fishing;0
Ireland;Mining and Quarrying;0
Ireland;Food, Beverages and Tobacco;0
Ireland;Textiles and Textile Products;0
Ireland;Leather, Leather and Footwear;0
Ireland;Wood and Products of Wood and Cork;0
Ireland;Pulp, Paper, Paper , Printing and Publishing;0
Ireland;Coke, Refined Petroleum and Nuclear Fuel;0
Ireland;Chemicals and Chemical Products;0
Ireland;Rubber and Plastics;0
Ireland;Other Non-Metallic Mineral;0
Ireland;Basic Metals and Fabricated Metal;0
Ireland;Machinery, Nec;0
Ireland;Electrical and Optical Equipment;0
Ireland;Transport Equipment;0
Ireland;"Manufacturing, Nec; Recycling";0
Ireland;Electricity, Gas and Water Supply;0
Ireland;Construction;0
Ireland;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";0
Ireland;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;0
Ireland;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";0
Ireland;Hotels and Restaurants;0
Ireland;Inland Transport;0
Ireland;Water Transport;0
Ireland;Air Transport;0
Ireland;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";0
Ireland;Post and Telecommunications;0
Ireland;Financial Intermediation;0
Ireland;Real Estate Activities;0
Ireland;Renting of M&Eq and Other Business Activities;0
Ireland;"Public Admin and Defence; Compulsory Social Security";0
Ireland;Education;0
Ireland;Health and Social Work;0
Ireland;Other Community, Social and Personal Services;0
Ireland;Private Households with Employed Persons;0
Italy;Agriculture, Hunting, Forestry and Fishing;0
Italy;Mining and Quarrying;0
Italy;Food, Beverages and Tobacco;0
Italy;Textiles and Textile Products;0
Italy;Leather, Leather and Footwear;0
Italy;Wood and Products of Wood and Cork;0
Italy;Pulp, Paper, Paper , Printing and Publishing;0
Italy;Coke, Refined Petroleum and Nuclear Fuel;0
Italy;Chemicals and Chemical Products;0
Italy;Rubber and Plastics;0
Italy;Other Non-Metallic Mineral;0
Italy;Basic Metals and Fabricated Metal;0
Italy;Machinery, Nec;0
Italy;Electrical and Optical Equipment;0
Italy;Transport Equipment;0
Italy;"Manufacturing, Nec; Recycling";0
Italy;Electricity, Gas and Water Supply;0
Italy;Construction;0
Italy;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";0
Italy;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;0
Italy;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";0
Italy;Hotels and Restaurants;0
Italy;Inland Transport;0
Italy;Water Transport;0
Italy;Air Transport;0
Italy;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";0
Italy;Post and Telecommunications;0
Italy;Financial Intermediation;0
Italy;Real Estate Activities;0
Italy;Renting of M&Eq and Other Business Activities;0
Italy;"Public Admin and Defence; Compulsory Social Security";0
Italy;Education;0
Italy;Health and Social Work;0
Italy;Other Community, Social and Personal Services;0
Italy;Private Households with Employed Persons;0
Japan;Agriculture, Hunting, Forestry and Fishing;0
Japan;Mining and Quarrying;0
Japan;Food, Beverages and Tobacco;0
Japan;Textiles and Textile Products;0
Japan;Leather, Leather and Footwear;0
Japan;Wood and Products of Wood and Cork;0
Japan;Pulp, Paper, Paper , Printing and Publishing;0
Japan;Coke, Refined Petroleum and Nuclear Fuel;0
Japan;Chemicals and Chemical Products;0
Japan;Rubber and Plastics;0
Japan;Other Non-Metallic Mineral;0
Japan;Basic Metals and Fabricated Metal;0
Japan;Machinery, Nec;0
Japan;Electrical and Optical Equipment;0
Japan;Transport Equipment;0
Japan;"Manufacturing, Nec; Recycling";0
Japan;Electricity, Gas and Water Supply;0
Japan;Construction;0
Japan;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";0
Japan;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;0
Japan;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";0
Japan;Hotels and Restaurants;0
Japan;Inland Transport;0
Japan;Water Transport;0
Japan;Air Transport;0
Japan;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";0
Japan;Post and Telecommunications;0
Japan;Financial Intermediation;0
Japan;Real Estate Activities;0
Japan;Renting of M&Eq and Other Business Activities;0
Japan;"Public Admin and Defence; Compulsory Social Security";0
Japan;Education;0
Japan;Health and Social Work;0
Japan;Other Community, Social and Personal Services;0
Japan;Private Households with Employed Persons;0
South Korea;Agriculture, Hunting, Forestry and Fishing;0
South Korea;Mining and Quarrying;0
South Korea;Food, Beverages and Tobacco;0
South Korea;Textiles and Textile Products;0
South Korea;Leather, Leather and Footwear;0
South Korea;Wood and Products of Wood and Cork;0
South Korea;Pulp, Paper, Paper , Printing and Publishing;0
South Korea;Coke, Refined Petroleum and Nuclear Fuel;0
South Korea;Chemicals and Chemical Products;0
South Korea;Rubber and Plastics;0
South Korea;Other Non-Metallic Mineral;0
South Korea;Basic Metals and Fabricated Metal;0
South Korea;Machinery, Nec;0
South Korea;Electrical and Optical Equipment;0
South Korea;Transport Equipment;0
South Korea;"Manufacturing, Nec; Recycling";0
South Korea;Electricity, Gas and Water Supply;0
South Korea;Construction;0
South Korea;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";0
South Korea;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;0
South Korea;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";0
South Korea;Hotels and Restaurants;0
South Korea;Inland Transport;0
South Korea;Water Transport;0
South Korea;Air Transport;0
South Korea;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";0
South Korea;Post and Telecommunications;0
South Korea;Financial Intermediation;0
South Korea;Real Estate Activities;0
South Korea;Renting of M&Eq and Other Business Activities;0
South Korea;"Public Admin and Defence; Compulsory Social Security";0
South Korea;Education;0
South Korea;Health and Social Work;0
South Korea;Other Community, Social and Personal Services;0
South Korea;Private Households with Employed Persons;0
Lithuania;Agriculture, Hunting, Forestry and Fishing;0
Lithuania;Mining and Quarrying;0
Lithuania;Food, Beverages and Tobacco;0
Lithuania;Textiles and Textile Products;0
Lithuania;Leather, Leather and Footwear;0
Lithuania;Wood and Products of Wood and Cork;0
Lithuania;Pulp, Paper, Paper , Printing and Publishing;0
Lithuania;Coke, Refined Petroleum and Nuclear Fuel;0
Lithuania;Chemicals and Chemical Products;0
Lithuania;Rubber and Plastics;0
Lithuania;Other Non-Metallic Mineral;0
Lithuania;Basic Metals and Fabricated Metal;0
Lithuania;Machinery, Nec;0
Lithuania;Electrical and Optical Equipment;0
Lithuania;Transport Equipment;0
Lithuania;"Manufacturing, Nec; Recycling";0
Lithuania;Electricity, Gas and Water Supply;0
Lithuania;Construction;0
Lithuania;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";0
Lithuania;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;0
Lithuania;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";0
Lithuania;Hotels and Restaurants;0
Lithuania;Inland Transport;0
Lithuania;Water Transport;0
Lithuania;Air Transport;0
Lithuania;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";0
Lithuania;Post and Telecommunications;0
Lithuania;Financial Intermediation;0
Lithuania;Real Estate Activities;0
Lithuania;Renting of M&Eq and Other Business Activities;0
Lithuania;"Public Admin and Defence; Compulsory Social Security";0
Lithuania;Education;0
Lithuania;Health and Social Work;0
Lithuania;Other Community, Social and Personal Services;0
Lithuania;Private Households with Employed Persons;0
Luxembourg;Agriculture, Hunting, Forestry and Fishing;0
Luxembourg;Mining and Quarrying;0
Luxembourg;Food, Beverages and Tobacco;0
Luxembourg;Textiles and Textile Products;0
Luxembourg;Leather, Leather and Footwear;0
Luxembourg;Wood and Products of Wood and Cork;0
Luxembourg;Pulp, Paper, Paper , Printing and Publishing;0
Luxembourg;Coke, Refined Petroleum and Nuclear Fuel;0
Luxembourg;Chemicals and Chemical Products;0
Luxembourg;Rubber and Plastics;0
Luxembourg;Other Non-Metallic Mineral;0
Luxembourg;Basic Metals and Fabricated Metal;0
Luxembourg;Machinery, Nec;0
Luxembourg;Electrical and Optical Equipment;0
Luxembourg;Transport Equipment;0
Luxembourg;"Manufacturing, Nec; Recycling";0
Luxembourg;Electricity, Gas and Water Supply;0
Luxembourg;Construction;0
Luxembourg;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";0
Luxembourg;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;0
Luxembourg;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";0
Luxembourg;Hotels and Restaurants;0
Luxembourg;Inland Transport;0
Luxembourg;Water Transport;0
Luxembourg;Air Transport;0
Luxembourg;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";0
Luxembourg;Post and Telecommunications;0
Luxembourg;Financial Intermediation;0
Luxembourg;Real Estate Activities;0
Luxembourg;Renting of M&Eq and Other Business Activities;0
Luxembourg;"Public Admin and Defence; Compulsory Social Security";0
Luxembourg;Education;0
Luxembourg;Health and Social Work;0
Luxembourg;Other Community, Social and Personal Services;0
Luxembourg;Private Households with Employed Persons;0
Latvia;Agriculture, Hunting, Forestry and Fishing;0
Latvia;Mining and Quarrying;0
Latvia;Food, Beverages and Tobacco;0
Latvia;Textiles and Textile Products;0
Latvia;Leather, Leather and Footwear;0
Latvia;Wood and Products of Wood and Cork;0
Latvia;Pulp, Paper, Paper , Printing and Publishing;0
Latvia;Coke, Refined Petroleum and Nuclear Fuel;0
Latvia;Chemicals and Chemical Products;0
Latvia;Rubber and Plastics;0
Latvia;Other Non-Metallic Mineral;0
Latvia;Basic Metals and Fabricated Metal;0
Latvia;Machinery, Nec;0
Latvia;Electrical and Optical Equipment;0
Latvia;Transport Equipment;0
Latvia;"Manufacturing, Nec; Recycling";0
Latvia;Electricity, Gas and Water Supply;0
Latvia;Construction;0
Latvia;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";0
Latvia;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;0
Latvia;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";0
Latvia;Hotels and Restaurants;0
Latvia;Inland Transport;0
Latvia;Water Transport;0
Latvia;Air Transport;0
Latvia;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";0
Latvia;Post and Telecommunications;0
Latvia;Financial Intermediation;0
Latvia;Real Estate Activities;0
Latvia;Renting of M&Eq and Other Business Activities;0
Latvia;"Public Admin and Defence; Compulsory Social Security";0
Latvia;Education;0
Latvia;Health and Social Work;0
Latvia;Other Community, Social and Personal Services;0
Latvia;Private Households with Employed Persons;0
Mexico;Agriculture, Hunting, Forestry and Fishing;0
Mexico;Mining and Quarrying;0
Mexico;Food, Beverages and Tobacco;0
Mexico;Textiles and Textile Products;0
Mexico;Leather, Leather and Footwear;0
Mexico;Wood and Products of Wood and Cork;0
Mexico;Pulp, Paper, Paper , Printing and Publishing;0
Mexico;Coke, Refined Petroleum and Nuclear Fuel;0
Mexico;Chemicals and Chemical Products;0
Mexico;Rubber and Plastics;0
Mexico;Other Non-Metallic Mineral;0
Mexico;Basic Metals and Fabricated Metal;0
Mexico;Machinery, Nec;0
Mexico;Electrical and Optical Equipment;0
Mexico;Transport Equipment;0
Mexico;"Manufacturing, Nec; Recycling";0
Mexico;Electricity, Gas and Water Supply;0
Mexico;Construction;0
Mexico;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";0
Mexico;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;0
Mexico;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";0
Mexico;Hotels and Restaurants;0
Mexico;Inland Transport;0
Mexico;Water Transport;0
Mexico;Air Transport;0
Mexico;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";0
Mexico;Post and Telecommunications;0
Mexico;Financial Intermediation;0
Mexico;Real Estate Activities;0
Mexico;Renting of M&Eq and Other Business Activities;0
Mexico;"Public Admin and Defence; Compulsory Social Security";0
Mexico;Education;0
Mexico;Health and Social Work;0
Mexico;Other Community, Social and Personal Services;0
Mexico;Private Households with Employed Persons;0
Malta;Agriculture, Hunting, Forestry and Fishing;0
Malta;Mining and Quarrying;0
Malta;Food, Beverages and Tobacco;0
Malta;Textiles and Textile Products;0
Malta;Leather, Leather and Footwear;0
Malta;Wood and Products of Wood and Cork;0
Malta;Pulp, Paper, Paper , Printing and Publishing;0
Malta;Coke, Refined Petroleum and Nuclear Fuel;0
Malta;Chemicals and Chemical Products;0
Malta;Rubber and Plastics;0
Malta;Other Non-Metallic Mineral;0
Malta;Basic Metals and Fabricated Metal;0
Malta;Machinery, Nec;0
Malta;Electrical and Optical Equipment;0
Malta;Transport Equipment;0
Malta;"Manufacturing, Nec; Recycling";0
Malta;Electricity, Gas and Water Supply;0
Malta;Construction;0
Malta;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";0
Malta;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;0
Malta;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";0
Malta;Hotels and Restaurants;0
Malta;Inland Transport;0
Malta;Water Transport;0
Malta;Air Transport;0
Malta;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";0
Malta;Post and Telecommunications;0
Malta;Financial Intermediation;0
Malta;Real Estate Activities;0
Malta;Renting of M&Eq and Other Business Activities;0
Malta;"Public Admin and Defence; Compulsory Social Security";0
Malta;Education;0
Malta;Health and Social Work;0
Malta;Other Community, Social and Personal Services;0
Malta;Private Households with Employed Persons;0
Netherlands;Agriculture, Hunting, Forestry and Fishing;0
Netherlands;Mining and Quarrying;0
Netherlands;Food, Beverages and Tobacco;0
Netherlands;Textiles and Textile Products;0
Netherlands;Leather, Leather and Footwear;0
Netherlands;Wood and Products of Wood and Cork;0
Netherlands;Pulp, Paper, Paper , Printing and Publishing;0
Netherlands;Coke, Refined Petroleum and Nuclear Fuel;0
Netherlands;Chemicals and Chemical Products;0
Netherlands;Rubber and Plastics;0
Netherlands;Other Non-Metallic Mineral;0
Netherlands;Basic Metals and Fabricated Metal;0
Netherlands;Machinery, Nec;0
Netherlands;Electrical and Optical Equipment;0
Netherlands;Transport Equipment;0
Netherlands;"Manufacturing, Nec; Recycling";0
Netherlands;Electricity, Gas and Water Supply;0
Netherlands;Construction;0
Netherlands;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";0
Netherlands;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;0
Netherlands;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";0
Netherlands;Hotels and Restaurants;0
Netherlands;Inland Transport;0
Netherlands;Water Transport;0
Netherlands;Air Transport;0
Netherlands;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";0
Netherlands;Post and Telecommunications;0
Netherlands;Financial Intermediation;0
Netherlands;Real Estate Activities;0
Netherlands;Renting of M&Eq and Other Business Activities;0
Netherlands;"Public Admin and Defence; Compulsory Social Security";0
Netherlands;Education;0
Netherlands;Health and Social Work;0
Netherlands;Other Community, Social and Personal Services;0
Netherlands;Private Households with Employed Persons;0
Poland;Agriculture, Hunting, Forestry and Fishing;0
Poland;Mining and Quarrying;0
Poland;Food, Beverages and Tobacco;0
Poland;Textiles and Textile Products;0
Poland;Leather, Leather and Footwear;0
Poland;Wood and Products of Wood and Cork;0
Poland;Pulp, Paper, Paper , Printing and Publishing;0
Poland;Coke, Refined Petroleum and Nuclear Fuel;0
Poland;Chemicals and Chemical Products;0
Poland;Rubber and Plastics;0
Poland;Other Non-Metallic Mineral;0
Poland;Basic Metals and Fabricated Metal;0
Poland;Machinery, Nec;0
Poland;Electrical and Optical Equipment;0
Poland;Transport Equipment;0
Poland;"Manufacturing, Nec; Recycling";0
Poland;Electricity, Gas and Water Supply;0
Poland;Construction;0
Poland;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";0
Poland;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;0
Poland;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";0
Poland;Hotels and Restaurants;0
Poland;Inland Transport;0
Poland;Water Transport;0
Poland;Air Transport;0
Poland;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";0
Poland;Post and Telecommunications;0
Poland;Financial Intermediation;0
Poland;Real Estate Activities;0
Poland;Renting of M&Eq and Other Business Activities;0
Poland;"Public Admin and Defence; Compulsory Social Security";0
Poland;Education;0
Poland;Health and Social Work;0
Poland;Other Community, Social and Personal Services;0
Poland;Private Households with Employed Persons;0
Portugal;Agriculture, Hunting, Forestry and Fishing;0
Portugal;Mining and Quarrying;0
Portugal;Food, Beverages and Tobacco;0
Portugal;Textiles and Textile Products;0
Portugal;Leather, Leather and Footwear;0
Portugal;Wood and Products of Wood and Cork;0
Portugal;Pulp, Paper, Paper , Printing and Publishing;0
Portugal;Coke, Refined Petroleum and Nuclear Fuel;0
Portugal;Chemicals and Chemical Products;0
Portugal;Rubber and Plastics;0
Portugal;Other Non-Metallic Mineral;0
Portugal;Basic Metals and Fabricated Metal;0
Portugal;Machinery, Nec;0
Portugal;Electrical and Optical Equipment;0
Portugal;Transport Equipment;0
Portugal;"Manufacturing, Nec; Recycling";0
Portugal;Electricity, Gas and Water Supply;0
Portugal;Construction;0
Portugal;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";0
Portugal;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;0
Portugal;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";0
Portugal;Hotels and Restaurants;0
Portugal;Inland Transport;0
Portugal;Water Transport;0
Portugal;Air Transport;0
Portugal;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";0
Portugal;Post and Telecommunications;0
Portugal;Financial Intermediation;0
Portugal;Real Estate Activities;0
Portugal;Renting of M&Eq and Other Business Activities;0
Portugal;"Public Admin and Defence; Compulsory Social Security";0
Portugal;Education;0
Portugal;Health and Social Work;0
Portugal;Other Community, Social and Personal Services;0
Portugal;Private Households with Employed Persons;0
Romania;Agriculture, Hunting, Forestry and Fishing;0
Romania;Mining and Quarrying;0
Romania;Food, Beverages and Tobacco;0
Romania;Textiles and Textile Products;0
Romania;Leather, Leather and Footwear;0
Romania;Wood and Products of Wood and Cork;0
Romania;Pulp, Paper, Paper , Printing and Publishing;0
Romania;Coke, Refined Petroleum and Nuclear Fuel;0
Romania;Chemicals and Chemical Products;0
Romania;Rubber and Plastics;0
Romania;Other Non-Metallic Mineral;0
Romania;Basic Metals and Fabricated Metal;0
Romania;Machinery, Nec;0
Romania;Electrical and Optical Equipment;0
Romania;Transport Equipment;0
Romania;"Manufacturing, Nec; Recycling";0
Romania;Electricity, Gas and Water Supply;0
Romania;Construction;0
Romania;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";0
Romania;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;0
Romania;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";0
Romania;Hotels and Restaurants;0
Romania;Inland Transport;0
Romania;Water Transport;0
Romania;Air Transport;0
Romania;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";0
Romania;Post and Telecommunications;0
Romania;Financial Intermediation;0
Romania;Real Estate Activities;0
Romania;Renting of M&Eq and Other Business Activities;0
Romania;"Public Admin and Defence; Compulsory Social Security";0
Romania;Education;0
Romania;Health and Social Work;0
Romania;Other Community, Social and Personal Services;0
Romania;Private Households with Employed Persons;0
Russia;Agriculture, Hunting, Forestry and Fishing;0
Russia;Mining and Quarrying;0
Russia;Food, Beverages and Tobacco;0
Russia;Textiles and Textile Products;0
Russia;Leather, Leather and Footwear;0
Russia;Wood and Products of Wood and Cork;0
Russia;Pulp, Paper, Paper , Printing and Publishing;0
Russia;Coke, Refined Petroleum and Nuclear Fuel;0
Russia;Chemicals and Chemical Products;0
Russia;Rubber and Plastics;0
Russia;Other Non-Metallic Mineral;0
Russia;Basic Metals and Fabricated Metal;0
Russia;Machinery, Nec;0
Russia;Electrical and Optical Equipment;0
Russia;Transport Equipment;0
Russia;"Manufacturing, Nec; Recycling";0
Russia;Electricity, Gas and Water Supply;0
Russia;Construction;0
Russia;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";0
Russia;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;0
Russia;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";0
Russia;Hotels and Restaurants;0
Russia;Inland Transport;0
Russia;Water Transport;0
Russia;Air Transport;0
Russia;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";0
Russia;Post and Telecommunications;0
Russia;Financial Intermediation;0
Russia;Real Estate Activities;0
Russia;Renting of M&Eq and Other Business Activities;0
Russia;"Public Admin and Defence; Compulsory Social Security";0
Russia;Education;0
Russia;Health and Social Work;0
Russia;Other Community, Social and Personal Services;0
Russia;Private Households with Employed Persons;0
Slovakia;Agriculture, Hunting, Forestry and Fishing;0
Slovakia;Mining and Quarrying;0
Slovakia;Food, Beverages and Tobacco;0
Slovakia;Textiles and Textile Products;0
Slovakia;Leather, Leather and Footwear;0
Slovakia;Wood and Products of Wood and Cork;0
Slovakia;Pulp, Paper, Paper , Printing and Publishing;0
Slovakia;Coke, Refined Petroleum and Nuclear Fuel;0
Slovakia;Chemicals and Chemical Products;0
Slovakia;Rubber and Plastics;0
Slovakia;Other Non-Metallic Mineral;0
Slovakia;Basic Metals and Fabricated Metal;0
Slovakia;Machinery, Nec;0
Slovakia;Electrical and Optical Equipment;0
Slovakia;Transport Equipment;0
Slovakia;"Manufacturing, Nec; Recycling";0
Slovakia;Electricity, Gas and Water Supply;0
Slovakia;Construction;0
Slovakia;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";0
Slovakia;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;0
Slovakia;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";0
Slovakia;Hotels and Restaurants;0
Slovakia;Inland Transport;0
Slovakia;Water Transport;0
Slovakia;Air Transport;0
Slovakia;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";0
Slovakia;Post and Telecommunications;0
Slovakia;Financial Intermediation;0
Slovakia;Real Estate Activities;0
Slovakia;Renting of M&Eq and Other Business Activities;0
Slovakia;"Public Admin and Defence; Compulsory Social Security";0
Slovakia;Education;0
Slovakia;Health and Social Work;0
Slovakia;Other Community, Social and Personal Services;0
Slovakia;Private Households with Employed Persons;0
Slovenia;Agriculture, Hunting, Forestry and Fishing;0
Slovenia;Mining and Quarrying;0
Slovenia;Food, Beverages and Tobacco;0
Slovenia;Textiles and Textile Products;0
Slovenia;Leather, Leather and Footwear;0
Slovenia;Wood and Products of Wood and Cork;0
Slovenia;Pulp, Paper, Paper , Printing and Publishing;0
Slovenia;Coke, Refined Petroleum and Nuclear Fuel;0
Slovenia;Chemicals and Chemical Products;0
Slovenia;Rubber and Plastics;0
Slovenia;Other Non-Metallic Mineral;0
Slovenia;Basic Metals and Fabricated Metal;0
Slovenia;Machinery, Nec;0
Slovenia;Electrical and Optical Equipment;0
Slovenia;Transport Equipment;0
Slovenia;"Manufacturing, Nec; Recycling";0
Slovenia;Electricity, Gas and Water Supply;0
Slovenia;Construction;0
Slovenia;"Sale, Maintenance and Repair of Motor Vehicles and Motorcycles; Retail Sale of Fuel";0
Slovenia;Wholesale Trade and Commission Trade, Except of Motor Vehicles and Motorcycles;0
Slovenia;"Retail Trade, Except of Motor Vehicles and Motorcycles; Repair of Household Goods";0
Slovenia;Hotels and Restaurants;0
Slovenia;Inland Transport;0
Slovenia;Water Transport;0
Slovenia;Air Transport;0
Slovenia;"Other Supporting and Auxiliary Transport Activities; Activities of Travel Agencies";0
Slovenia;Post and Telecommunications;0
Slovenia;Financial Intermediation;0
Slovenia;Real Estate Activities;0
Slovenia;Renting of M&Eq and Other Business Activities;0
Slovenia;"Public Admin and Defence; Compulsory Social Security";0
Slovenia;Education;0
Slovenia;Health and Social Work;0
Slovenia;Other Community, Social and Personal Services;0
Slovenia;Private Households with Employed Persons;0
Sweden;Agriculture, Hunting, Forestry and Fishing;0
Sweden;Mining and Quarrying;0
Sweden;Food, Beverages and Tobacco;0
Sweden;Textiles and Textile Products;0
Sweden;Leather, Leather and Footwear;0
Sweden;Wood and Products of Wood and Cork;0
Sweden;Pulp, Paper, Paper , Printing and Publishing;0
Sweden;Coke, Refined Petroleum and Nuclear Fuel;0
Sweden;Chemicals and Chemical Products;0
Sweden;Rubber and Plastics;0
Sweden;Other Non-Metallic Mineral;0
Sweden;Basic Metals and Fabricated Metal;0
